Start Date,End Date,Campaign Name,Ad Set Name,Ad Name,Placement,Impressions,Clicks,Amount Spent (USD),Page Likes,Website Actions (All),Video Views,Mobile App Installs
2015-04-19,2015-04-19,Campaign38,Ad set1,pagelike_01,News Feed on Desktop Computers,27,2,0.44,1,0,0,0
2015-04-19,2015-04-19,Campaign38,Ad set1,pagelike_01,News Feed on Mobile Devices,902,86,14.17,72,0,0,0
2015-04-18,2015-04-18,Campaign38,Ad set1,pagelike_01,News Feed on Desktop Computers,11,0,0.04,0,0,0,0
2015-04-18,2015-04-18,Campaign38,Ad set1,pagelike_01,News Feed on Mobile Devices,822,61,14.57,55,0,0,0
2015-04-17,2015-04-17,Campaign38,Ad set1,pagelike_01,News Feed on Mobile Devices,641,69,14.53,65,0,2,0
2015-04-17,2015-04-17,Campaign38,Ad set1,pagelike_01,News Feed on Desktop Computers,15,0,0.08,0,0,0,0
2015-04-23,2015-04-23,Campaign38,Ad set2,pagelike_01,News Feed on Desktop Computers,116,1,0.48,1,0,0,0
2015-04-23,2015-04-23,Campaign38,Ad set2,pagelike_01,News Feed on Mobile Devices,1547,73,17.73,70,0,2,0
2015-04-22,2015-04-22,Campaign38,Ad set2,pagelike_01,News Feed on Mobile Devices,676,47,10.15,43,0,0,0
2015-04-22,2015-04-22,Campaign38,Ad set2,pagelike_01,News Feed on Desktop Computers,159,0,0.69,0,0,0,0
2015-04-21,2015-04-21,Campaign38,Ad set2,pagelike_01,News Feed on Mobile Devices,421,41,9.05,38,0,0,0
2015-04-21,2015-04-21,Campaign38,Ad set2,pagelike_01,News Feed on Desktop Computers,365,11,1.79,9,0,0,0
2015-04-20,2015-04-20,Campaign38,Ad set2,pagelike_01,News Feed on Desktop Computers,161,10,0.63,8,0,0,0
2015-04-20,2015-04-20,Campaign38,Ad set2,pagelike_01,News Feed on Mobile Devices,941,48,10.21,44,0,0,0
2015-04-19,2015-04-19,Campaign38,Ad set2,pagelike_01,News Feed on Desktop Computers,31,0,0.09,0,0,0,0
2015-04-19,2015-04-19,Campaign38,Ad set2,pagelike_01,News Feed on Mobile Devices,1101,50,10.75,43,0,0,0
2015-04-18,2015-04-18,Campaign38,Ad set2,pagelike_01,News Feed on Mobile Devices,1286,60,10.78,46,0,2,0
2015-04-18,2015-04-18,Campaign38,Ad set2,pagelike_01,News Feed on Desktop Computers,21,0,0.06,0,0,0,0
2015-04-17,2015-04-17,Campaign38,Ad set2,pagelike_01,News Feed on Mobile Devices,1150,57,10.72,39,0,0,0
2015-04-17,2015-04-17,Campaign38,Ad set2,pagelike_01,News Feed on Desktop Computers,35,0,0.12,0,0,0,0
2015-04-23,2015-04-23,Campaign39,Ad set1,pagepost_01,News Feed on Mobile Devices,1724,63,4.06,0,0,0,0
2015-04-23,2015-04-23,Campaign39,Ad set1,pagepost_01,News Feed on Desktop Computers,41,2,0.13,0,0,0,0
2015-04-22,2015-04-22,Campaign39,Ad set1,pagepost_01,News Feed on Desktop Computers,142,4,0.21,0,0,0,0
2015-04-22,2015-04-22,Campaign39,Ad set1,pagepost_01,News Feed on Mobile Devices,3185,129,7.47,0,0,0,0
2015-04-21,2015-04-21,Campaign39,Ad set1,pagepost_01,News Feed on Mobile Devices,3186,150,7.55,5,0,0,0
2015-04-21,2015-04-21,Campaign39,Ad set1,pagepost_01,News Feed on Desktop Computers,145,2,0.13,0,0,0,0
2015-04-20,2015-04-20,Campaign39,Ad set1,pagepost_01,News Feed on Desktop Computers,322,8,0.39,0,0,0,0
2015-04-20,2015-04-20,Campaign39,Ad set1,pagepost_01,News Feed on Mobile Devices,3292,152,7.29,2,0,0,0
2015-04-19,2015-04-19,Campaign39,Ad set1,pagepost_01,News Feed on Mobile Devices,4221,142,7.38,2,0,0,0
2015-04-19,2015-04-19,Campaign39,Ad set1,pagepost_01,News Feed on Desktop Computers,179,6,0.3,0,0,0,0
2015-04-18,2015-04-18,Campaign39,Ad set1,pagepost_01,News Feed on Mobile Devices,3002,150,7.59,2,0,0,0
2015-04-18,2015-04-18,Campaign39,Ad set1,pagepost_01,News Feed on Desktop Computers,40,2,0.09,1,0,0,0
2015-04-17,2015-04-17,Campaign39,Ad set1,pagepost_01,News Feed on Desktop Computers,199,2,0.09,0,0,0,0
2015-04-17,2015-04-17,Campaign39,Ad set1,pagepost_01,News Feed on Mobile Devices,3824,141,7.59,2,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set1,pagepost_01,News Feed on Mobile Devices,1269,22,2.46,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set1,pagepost_01,News Feed on Desktop Computers,137,5,0.5,0,0,0,0
2015-04-22,2015-04-22,Campaign40,Ad set1,pagepost_01,News Feed on Desktop Computers,183,5,0.55,0,0,0,0
2015-04-22,2015-04-22,Campaign40,Ad set1,pagepost_01,News Feed on Mobile Devices,1277,31,3.13,0,0,0,0
2015-04-21,2015-04-21,Campaign40,Ad set1,pagepost_01,News Feed on Mobile Devices,1684,54,5.03,0,0,0,0
2015-04-21,2015-04-21,Campaign40,Ad set1,pagepost_01,News Feed on Desktop Computers,287,2,0.14,0,0,0,0
2015-04-20,2015-04-20,Campaign40,Ad set1,pagepost_01,News Feed on Desktop Computers,513,9,0.6,0,0,0,0
2015-04-20,2015-04-20,Campaign40,Ad set1,pagepost_01,News Feed on Mobile Devices,1547,59,4.27,0,0,0,0
2015-04-19,2015-04-19,Campaign40,Ad set1,pagepost_01,News Feed on Mobile Devices,1312,60,3.63,0,0,0,0
2015-04-19,2015-04-19,Campaign40,Ad set1,pagepost_01,News Feed on Desktop Computers,291,4,0.19,0,0,0,0
2015-04-18,2015-04-18,Campaign40,Ad set1,pagepost_01,News Feed on Desktop Computers,13,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign40,Ad set1,pagepost_01,News Feed on Mobile Devices,193,3,0.27,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set1,pagepost_02,News Feed on Mobile Devices,572,39,3.53,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set1,pagepost_02,News Feed on Desktop Computers,73,2,0.12,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set1,pagepost_03,News Feed on Desktop Computers,32,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set1,pagepost_03,News Feed on Mobile Devices,1711,31,3.22,0,0,0,0
2015-04-22,2015-04-22,Campaign40,Ad set1,pagepost_03,News Feed on Mobile Devices,2100,71,6.32,0,0,0,0
2015-04-22,2015-04-22,Campaign40,Ad set1,pagepost_03,News Feed on Desktop Computers,156,3,0.33,0,0,0,0
2015-04-21,2015-04-21,Campaign40,Ad set1,pagepost_03,News Feed on Mobile Devices,673,23,1.89,0,0,0,0
2015-04-21,2015-04-21,Campaign40,Ad set1,pagepost_03,News Feed on Desktop Computers,36,5,0.52,0,0,0,0
2015-04-20,2015-04-20,Campaign40,Ad set1,pagepost_03,News Feed on Desktop Computers,22,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign40,Ad set1,pagepost_03,News Feed on Mobile Devices,727,25,1.6,0,0,0,0
2015-04-19,2015-04-19,Campaign40,Ad set1,pagepost_03,News Feed on Mobile Devices,258,3,0.18,0,0,0,0
2015-04-19,2015-04-19,Campaign40,Ad set1,pagepost_03,News Feed on Desktop Computers,13,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign40,Ad set1,pagepost_03,News Feed on Mobile Devices,391,14,0.89,0,0,0,0
2015-04-18,2015-04-18,Campaign40,Ad set1,pagepost_03,News Feed on Desktop Computers,7,0,0,0,0,0,0
2015-04-17,2015-04-17,Campaign40,Ad set2,pagepost_01,News Feed on Mobile Devices,1498,84,4.51,0,0,0,0
2015-04-17,2015-04-17,Campaign40,Ad set2,pagepost_01,News Feed on Desktop Computers,20,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign40,Ad set2,pagepost_02,News Feed on Mobile Devices,153,6,0.21,0,0,0,0
2015-04-18,2015-04-18,Campaign40,Ad set2,pagepost_02,News Feed on Desktop Computers,7,1,0.03,0,0,0,0
2015-04-17,2015-04-17,Campaign40,Ad set2,pagepost_02,News Feed on Mobile Devices,339,28,1.49,0,0,0,0
2015-04-17,2015-04-17,Campaign40,Ad set2,pagepost_02,News Feed on Desktop Computers,29,1,0.03,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set2,pagepost_03,News Feed on Desktop Computers,87,2,0.16,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set2,pagepost_03,News Feed on Mobile Devices,1027,51,2.58,0,0,0,0
2015-04-22,2015-04-22,Campaign40,Ad set2,pagepost_03,News Feed on Desktop Computers,70,3,0.14,0,0,0,0
2015-04-22,2015-04-22,Campaign40,Ad set2,pagepost_03,News Feed on Mobile Devices,1015,63,3.61,0,0,0,0
2015-04-21,2015-04-21,Campaign40,Ad set2,pagepost_03,News Feed on Mobile Devices,1169,64,3.22,0,0,0,0
2015-04-21,2015-04-21,Campaign40,Ad set2,pagepost_03,News Feed on Desktop Computers,27,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign40,Ad set2,pagepost_03,News Feed on Mobile Devices,1443,97,4.16,1,0,0,0
2015-04-20,2015-04-20,Campaign40,Ad set2,pagepost_03,News Feed on Desktop Computers,51,2,0.09,0,0,0,0
2015-04-19,2015-04-19,Campaign40,Ad set2,pagepost_03,News Feed on Desktop Computers,105,1,0.03,0,0,0,0
2015-04-19,2015-04-19,Campaign40,Ad set2,pagepost_03,News Feed on Mobile Devices,1459,84,3.62,0,0,0,0
2015-04-18,2015-04-18,Campaign40,Ad set2,pagepost_03,News Feed on Desktop Computers,62,4,0.15,0,0,0,0
2015-04-18,2015-04-18,Campaign40,Ad set2,pagepost_03,News Feed on Mobile Devices,2361,183,7.49,0,0,0,0
2015-04-17,2015-04-17,Campaign40,Ad set2,pagepost_03,News Feed on Desktop Computers,66,2,0.09,0,0,0,0
2015-04-17,2015-04-17,Campaign40,Ad set2,pagepost_03,News Feed on Mobile Devices,2048,155,6.27,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set2,pagepost_04,News Feed on Desktop Computers,56,2,0.07,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set2,pagepost_04,News Feed on Mobile Devices,538,49,2,0,2,0,0
2015-04-23,2015-04-23,Campaign40,Ad set2,pagepost_05,News Feed on Desktop Computers,20,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set2,pagepost_05,News Feed on Mobile Devices,324,14,0.69,0,0,0,0
2015-04-22,2015-04-22,Campaign40,Ad set2,pagepost_05,News Feed on Desktop Computers,55,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign40,Ad set2,pagepost_05,News Feed on Mobile Devices,571,40,2.18,0,0,0,0
2015-04-21,2015-04-21,Campaign40,Ad set2,pagepost_05,News Feed on Desktop Computers,8,0,0,0,0,0,0
2015-04-21,2015-04-21,Campaign40,Ad set2,pagepost_05,News Feed on Mobile Devices,420,27,1.49,0,0,0,0
2015-04-20,2015-04-20,Campaign40,Ad set2,pagepost_05,News Feed on Mobile Devices,210,8,0.37,0,0,0,0
2015-04-20,2015-04-20,Campaign40,Ad set2,pagepost_05,News Feed on Desktop Computers,8,0,0,0,0,0,0
2015-04-19,2015-04-19,Campaign40,Ad set2,pagepost_05,News Feed on Desktop Computers,16,1,0.04,0,0,0,0
2015-04-19,2015-04-19,Campaign40,Ad set2,pagepost_05,News Feed on Mobile Devices,179,8,0.31,0,0,0,0
2015-04-18,2015-04-18,Campaign40,Ad set2,pagepost_05,News Feed on Desktop Computers,2,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign40,Ad set2,pagepost_05,News Feed on Mobile Devices,132,7,0.31,0,0,0,0
2015-04-17,2015-04-17,Campaign40,Ad set2,pagepost_05,News Feed on Desktop Computers,7,0,0,0,0,0,0
2015-04-17,2015-04-17,Campaign40,Ad set2,pagepost_05,News Feed on Mobile Devices,770,43,2.11,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set3,pagepost_01,News Feed on Mobile Devices,13,4,0.3,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set3,pagepost_01,News Feed on Desktop Computers,4,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign40,Ad set3,pagepost_01,News Feed on Desktop Computers,6,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign40,Ad set3,pagepost_01,News Feed on Mobile Devices,57,8,0.51,0,0,0,0
2015-04-21,2015-04-21,Campaign40,Ad set3,pagepost_01,News Feed on Mobile Devices,18,4,0.21,0,0,0,0
2015-04-21,2015-04-21,Campaign40,Ad set3,pagepost_01,News Feed on Desktop Computers,1,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign40,Ad set3,pagepost_01,News Feed on Mobile Devices,32,3,0.14,0,0,0,0
2015-04-20,2015-04-20,Campaign40,Ad set3,pagepost_01,News Feed on Desktop Computers,2,0,0,0,0,0,0
2015-04-19,2015-04-19,Campaign40,Ad set3,pagepost_01,News Feed on Mobile Devices,18,4,0.22,0,0,0,0
2015-04-19,2015-04-19,Campaign40,Ad set3,pagepost_01,News Feed on Desktop Computers,3,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign40,Ad set3,pagepost_01,News Feed on Desktop Computers,43,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign40,Ad set3,pagepost_01,News Feed on Mobile Devices,1774,14,0.78,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set3,pagepost_02,News Feed on Desktop Computers,64,3,0.09,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set3,pagepost_02,News Feed on Mobile Devices,943,53,2.16,1,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set3,pagepost_03,News Feed on Mobile Devices,551,43,3,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set3,pagepost_03,News Feed on Desktop Computers,20,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign40,Ad set3,pagepost_03,News Feed on Desktop Computers,69,2,0.13,0,0,0,0
2015-04-22,2015-04-22,Campaign40,Ad set3,pagepost_03,News Feed on Mobile Devices,1354,76,5.6,0,0,0,0
2015-04-21,2015-04-21,Campaign40,Ad set3,pagepost_03,News Feed on Desktop Computers,52,4,0.23,0,0,0,0
2015-04-21,2015-04-21,Campaign40,Ad set3,pagepost_03,News Feed on Mobile Devices,1504,84,4.59,0,0,0,0
2015-04-20,2015-04-20,Campaign40,Ad set3,pagepost_03,News Feed on Mobile Devices,1303,111,5.12,0,0,0,0
2015-04-20,2015-04-20,Campaign40,Ad set3,pagepost_03,News Feed on Desktop Computers,64,2,0.1,0,0,0,0
2015-04-19,2015-04-19,Campaign40,Ad set3,pagepost_03,News Feed on Mobile Devices,1200,75,3.67,0,0,0,0
2015-04-19,2015-04-19,Campaign40,Ad set3,pagepost_03,News Feed on Desktop Computers,37,2,0.11,0,0,0,0
2015-04-18,2015-04-18,Campaign40,Ad set3,pagepost_03,News Feed on Desktop Computers,6,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign40,Ad set3,pagepost_03,News Feed on Mobile Devices,566,8,0.44,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set4,pagepost_01,News Feed on Mobile Devices,1044,48,3.15,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set4,pagepost_01,News Feed on Desktop Computers,74,2,0.1,0,0,0,0
2015-04-22,2015-04-22,Campaign40,Ad set4,pagepost_01,News Feed on Desktop Computers,38,1,0.12,0,0,0,0
2015-04-22,2015-04-22,Campaign40,Ad set4,pagepost_01,News Feed on Mobile Devices,564,24,1.43,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set4,pagepost_02,News Feed on Desktop Computers,22,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set4,pagepost_02,News Feed on Mobile Devices,523,32,2.19,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set4,pagepost_03,News Feed on Mobile Devices,52,3,0.19,0,0,0,0
2015-04-23,2015-04-23,Campaign40,Ad set4,pagepost_03,News Feed on Desktop Computers,7,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign40,Ad set4,pagepost_03,News Feed on Desktop Computers,27,1,0.1,0,0,0,0
2015-04-22,2015-04-22,Campaign40,Ad set4,pagepost_03,News Feed on Mobile Devices,228,6,0.54,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set1,pagepost_01,News Feed on Mobile Devices,718,48,4.12,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set1,pagepost_01,News Feed on Desktop Computers,38,4,0.24,0,0,0,0
2015-04-22,2015-04-22,Campaign41,Ad set1,pagepost_01,News Feed on Desktop Computers,131,3,0.27,0,0,0,0
2015-04-22,2015-04-22,Campaign41,Ad set1,pagepost_01,News Feed on Mobile Devices,951,54,5.53,0,0,0,0
2015-04-21,2015-04-21,Campaign41,Ad set1,pagepost_01,News Feed on Desktop Computers,95,4,0.25,0,0,0,0
2015-04-21,2015-04-21,Campaign41,Ad set1,pagepost_01,News Feed on Mobile Devices,574,36,3.44,0,0,0,0
2015-04-20,2015-04-20,Campaign41,Ad set1,pagepost_01,News Feed on Mobile Devices,437,27,2.23,0,0,0,0
2015-04-20,2015-04-20,Campaign41,Ad set1,pagepost_01,News Feed on Desktop Computers,94,3,0.34,0,0,0,0
2015-04-19,2015-04-19,Campaign41,Ad set1,pagepost_01,News Feed on Mobile Devices,351,27,1.07,0,0,0,0
2015-04-19,2015-04-19,Campaign41,Ad set1,pagepost_01,News Feed on Desktop Computers,52,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign41,Ad set1,pagepost_01,News Feed on Mobile Devices,143,9,0.58,0,0,0,0
2015-04-18,2015-04-18,Campaign41,Ad set1,pagepost_01,News Feed on Desktop Computers,18,1,0.04,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set1,pagepost_02,News Feed on Mobile Devices,447,28,3.1,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set1,pagepost_02,News Feed on Desktop Computers,74,3,0.32,0,1,0,0
2015-04-23,2015-04-23,Campaign41,Ad set1,pagepost_03,News Feed on Mobile Devices,218,17,1.43,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set1,pagepost_03,News Feed on Desktop Computers,10,1,0.05,0,0,0,0
2015-04-22,2015-04-22,Campaign41,Ad set1,pagepost_03,News Feed on Desktop Computers,74,3,0.26,0,0,0,0
2015-04-22,2015-04-22,Campaign41,Ad set1,pagepost_03,News Feed on Mobile Devices,967,42,4.04,0,0,0,0
2015-04-21,2015-04-21,Campaign41,Ad set1,pagepost_03,News Feed on Desktop Computers,55,1,0.15,0,0,0,0
2015-04-21,2015-04-21,Campaign41,Ad set1,pagepost_03,News Feed on Mobile Devices,1221,39,3.35,0,0,0,0
2015-04-20,2015-04-20,Campaign41,Ad set1,pagepost_03,News Feed on Desktop Computers,95,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign41,Ad set1,pagepost_03,News Feed on Mobile Devices,1244,47,2.6,0,0,0,0
2015-04-19,2015-04-19,Campaign41,Ad set1,pagepost_03,News Feed on Desktop Computers,71,7,0.5,0,0,0,0
2015-04-19,2015-04-19,Campaign41,Ad set1,pagepost_03,News Feed on Mobile Devices,834,44,2.23,0,0,0,0
2015-04-18,2015-04-18,Campaign41,Ad set1,pagepost_03,News Feed on Mobile Devices,170,8,0.49,0,0,0,0
2015-04-18,2015-04-18,Campaign41,Ad set1,pagepost_03,News Feed on Desktop Computers,9,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign41,Ad set2,pagepost_01,News Feed on Desktop Computers,3,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign41,Ad set2,pagepost_01,News Feed on Mobile Devices,49,3,0.08,0,0,0,0
2015-04-17,2015-04-17,Campaign41,Ad set2,pagepost_01,News Feed on Mobile Devices,129,7,0.26,0,0,0,0
2015-04-17,2015-04-17,Campaign41,Ad set2,pagepost_01,News Feed on Desktop Computers,4,0,0,0,0,0,0
2015-04-17,2015-04-17,Campaign41,Ad set2,pagepost_02,News Feed on Mobile Devices,1306,98,4.46,0,0,0,0
2015-04-17,2015-04-17,Campaign41,Ad set2,pagepost_02,News Feed on Desktop Computers,88,5,0.21,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set2,pagepost_03,News Feed on Mobile Devices,301,24,1.55,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set2,pagepost_03,News Feed on Desktop Computers,16,2,0.14,0,0,0,0
2015-04-22,2015-04-22,Campaign41,Ad set2,pagepost_03,News Feed on Desktop Computers,108,3,0.1,0,0,0,0
2015-04-22,2015-04-22,Campaign41,Ad set2,pagepost_03,News Feed on Mobile Devices,1083,39,2,0,0,0,0
2015-04-21,2015-04-21,Campaign41,Ad set2,pagepost_03,News Feed on Desktop Computers,75,5,0.14,0,0,0,0
2015-04-21,2015-04-21,Campaign41,Ad set2,pagepost_03,News Feed on Mobile Devices,1768,90,3.53,0,0,0,0
2015-04-20,2015-04-20,Campaign41,Ad set2,pagepost_03,News Feed on Mobile Devices,967,74,2.85,0,0,0,0
2015-04-20,2015-04-20,Campaign41,Ad set2,pagepost_03,News Feed on Desktop Computers,97,5,0.14,0,0,0,0
2015-04-19,2015-04-19,Campaign41,Ad set2,pagepost_03,News Feed on Mobile Devices,1950,93,3.42,0,0,0,0
2015-04-19,2015-04-19,Campaign41,Ad set2,pagepost_03,News Feed on Desktop Computers,269,12,0.3,0,0,0,0
2015-04-18,2015-04-18,Campaign41,Ad set2,pagepost_03,News Feed on Desktop Computers,257,21,0.65,0,0,0,0
2015-04-18,2015-04-18,Campaign41,Ad set2,pagepost_03,News Feed on Mobile Devices,2175,145,5,0,0,0,0
2015-04-17,2015-04-17,Campaign41,Ad set2,pagepost_03,News Feed on Mobile Devices,2023,118,3.69,0,0,0,0
2015-04-17,2015-04-17,Campaign41,Ad set2,pagepost_03,News Feed on Desktop Computers,129,8,0.26,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set2,pagepost_04,News Feed on Mobile Devices,510,39,1.51,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set2,pagepost_04,News Feed on Desktop Computers,19,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign41,Ad set2,pagepost_05,News Feed on Desktop Computers,3,1,0.05,0,0,0,0
2015-04-18,2015-04-18,Campaign41,Ad set2,pagepost_05,News Feed on Mobile Devices,32,1,0.06,0,0,0,0
2015-04-17,2015-04-17,Campaign41,Ad set2,pagepost_05,News Feed on Desktop Computers,12,0,0,0,0,0,0
2015-04-17,2015-04-17,Campaign41,Ad set2,pagepost_05,News Feed on Mobile Devices,232,9,0.48,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set2,pagepost_06,News Feed on Desktop Computers,18,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set2,pagepost_06,News Feed on Mobile Devices,423,13,0.93,0,0,0,0
2015-04-22,2015-04-22,Campaign41,Ad set2,pagepost_06,News Feed on Mobile Devices,1153,37,2.2,0,0,0,0
2015-04-22,2015-04-22,Campaign41,Ad set2,pagepost_06,News Feed on Desktop Computers,55,2,0.1,0,0,0,0
2015-04-21,2015-04-21,Campaign41,Ad set2,pagepost_06,News Feed on Mobile Devices,111,7,0.33,0,0,0,0
2015-04-21,2015-04-21,Campaign41,Ad set2,pagepost_06,News Feed on Desktop Computers,2,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign41,Ad set2,pagepost_06,News Feed on Mobile Devices,322,23,0.77,0,0,0,0
2015-04-20,2015-04-20,Campaign41,Ad set2,pagepost_06,News Feed on Desktop Computers,25,0,0,0,0,0,0
2015-04-19,2015-04-19,Campaign41,Ad set2,pagepost_06,News Feed on Desktop Computers,40,0,0,0,0,0,0
2015-04-19,2015-04-19,Campaign41,Ad set2,pagepost_06,News Feed on Mobile Devices,355,8,0.28,0,0,0,0
2015-04-18,2015-04-18,Campaign41,Ad set2,pagepost_06,News Feed on Desktop Computers,8,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign41,Ad set2,pagepost_06,News Feed on Mobile Devices,110,6,0.2,0,0,0,0
2015-04-17,2015-04-17,Campaign41,Ad set2,pagepost_06,News Feed on Mobile Devices,375,23,0.83,0,0,0,0
2015-04-17,2015-04-17,Campaign41,Ad set2,pagepost_06,News Feed on Desktop Computers,26,1,0.03,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set3,pagepost_01,News Feed on Mobile Devices,845,36,1.91,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set3,pagepost_01,News Feed on Desktop Computers,11,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign41,Ad set3,pagepost_01,News Feed on Desktop Computers,32,1,0.03,0,0,0,0
2015-04-22,2015-04-22,Campaign41,Ad set3,pagepost_01,News Feed on Mobile Devices,1311,41,2.22,0,0,0,0
2015-04-21,2015-04-21,Campaign41,Ad set3,pagepost_01,News Feed on Desktop Computers,46,6,0.22,1,0,0,0
2015-04-21,2015-04-21,Campaign41,Ad set3,pagepost_01,News Feed on Mobile Devices,1372,85,4.05,0,0,0,0
2015-04-20,2015-04-20,Campaign41,Ad set3,pagepost_01,News Feed on Desktop Computers,176,7,0.27,0,0,0,0
2015-04-20,2015-04-20,Campaign41,Ad set3,pagepost_01,News Feed on Mobile Devices,2457,100,4.11,1,0,0,0
2015-04-19,2015-04-19,Campaign41,Ad set3,pagepost_01,News Feed on Desktop Computers,50,4,0.11,0,0,0,0
2015-04-19,2015-04-19,Campaign41,Ad set3,pagepost_01,News Feed on Mobile Devices,1675,93,3.89,0,0,0,0
2015-04-18,2015-04-18,Campaign41,Ad set3,pagepost_01,News Feed on Mobile Devices,439,18,1.03,0,0,0,0
2015-04-18,2015-04-18,Campaign41,Ad set3,pagepost_01,News Feed on Desktop Computers,13,1,0.06,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set3,pagepost_02,News Feed on Desktop Computers,34,1,0.03,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set3,pagepost_02,News Feed on Mobile Devices,380,21,1.36,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set3,pagepost_03,News Feed on Desktop Computers,15,2,0.09,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set3,pagepost_03,News Feed on Mobile Devices,423,30,1.5,0,0,0,0
2015-04-22,2015-04-22,Campaign41,Ad set3,pagepost_03,News Feed on Desktop Computers,76,3,0.17,0,0,0,0
2015-04-22,2015-04-22,Campaign41,Ad set3,pagepost_03,News Feed on Mobile Devices,1185,68,2.87,0,0,0,0
2015-04-21,2015-04-21,Campaign41,Ad set3,pagepost_03,News Feed on Mobile Devices,14,2,0.11,0,0,0,0
2015-04-21,2015-04-21,Campaign41,Ad set3,pagepost_03,News Feed on Desktop Computers,2,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign41,Ad set3,pagepost_03,News Feed on Mobile Devices,9,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign41,Ad set3,pagepost_03,News Feed on Desktop Computers,5,0,0,0,0,0,0
2015-04-19,2015-04-19,Campaign41,Ad set3,pagepost_03,News Feed on Desktop Computers,1,0,0,0,0,0,0
2015-04-19,2015-04-19,Campaign41,Ad set3,pagepost_03,News Feed on Mobile Devices,15,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign41,Ad set3,pagepost_03,News Feed on Desktop Computers,3,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign41,Ad set3,pagepost_03,News Feed on Mobile Devices,234,2,0.07,0,0,0,0
2015-04-23,2015-04-23,Campaign41,Ad set4,pagepost_01,News Feed on Desktop Computers,26,3,0.08,0,0,0,0
