Start Date,End Date,Campaign Name,Ad Set Name,Ad Name,Placement,Impressions,Clicks,Amount Spent (USD),Page Likes,Website Actions (All),Video Views,Mobile App Installs
2015-04-19,2015-04-19,Campaign9,Ad set2,pagelike_01,News Feed on Mobile Devices,892,36,10,26,0,0,0
2015-04-18,2015-04-18,Campaign9,Ad set2,pagelike_01,News Feed on Desktop Computers,38,0,0.23,0,0,0,0
2015-04-18,2015-04-18,Campaign9,Ad set2,pagelike_01,News Feed on Mobile Devices,754,38,9.77,33,0,0,0
2015-04-17,2015-04-17,Campaign9,Ad set2,pagelike_01,News Feed on Mobile Devices,135,5,2.78,5,0,0,0
2015-04-17,2015-04-17,Campaign9,Ad set2,pagelike_01,News Feed on Desktop Computers,7,0,0.03,0,0,0,0
2015-04-23,2015-04-23,Campaign9,Ad set3,pagelike_01,News Feed on Mobile Devices,237,12,4.73,12,0,0,0
2015-04-23,2015-04-23,Campaign9,Ad set3,pagelike_01,News Feed on Desktop Computers,10,0,0.06,0,0,0,0
2015-04-22,2015-04-22,Campaign9,Ad set3,pagelike_01,News Feed on Desktop Computers,14,0,0.14,0,0,0,0
2015-04-22,2015-04-22,Campaign9,Ad set3,pagelike_01,News Feed on Mobile Devices,363,16,4.86,15,0,0,0
2015-04-21,2015-04-21,Campaign9,Ad set3,pagelike_01,News Feed on Desktop Computers,4,0,0.01,0,0,0,0
2015-04-21,2015-04-21,Campaign9,Ad set3,pagelike_01,News Feed on Mobile Devices,388,19,4.99,14,0,0,0
2015-04-20,2015-04-20,Campaign9,Ad set3,pagelike_01,News Feed on Desktop Computers,12,0,0.06,0,0,0,0
2015-04-20,2015-04-20,Campaign9,Ad set3,pagelike_01,News Feed on Mobile Devices,332,21,4.92,21,0,0,0
2015-04-19,2015-04-19,Campaign9,Ad set3,pagelike_01,News Feed on Mobile Devices,266,20,4.95,20,0,0,0
2015-04-19,2015-04-19,Campaign9,Ad set3,pagelike_01,News Feed on Desktop Computers,18,0,0.05,0,0,0,0
2015-04-18,2015-04-18,Campaign9,Ad set3,pagelike_01,News Feed on Mobile Devices,179,11,4.9,10,0,0,0
2015-04-18,2015-04-18,Campaign9,Ad set3,pagelike_01,News Feed on Desktop Computers,10,1,0.1,1,0,0,0
2015-04-17,2015-04-17,Campaign9,Ad set3,pagelike_01,News Feed on Mobile Devices,50,3,1.39,3,0,0,0
2015-04-17,2015-04-17,Campaign9,Ad set3,pagelike_01,News Feed on Desktop Computers,2,0,0.01,0,0,0,0
2015-04-20,2015-04-20,Campaign10,Ad set1,pagelike_01,News Feed on Desktop Computers,6176,60,24.7,19,0,0,0
2015-04-20,2015-04-20,Campaign10,Ad set1,pagelike_01,News Feed on Mobile Devices,97526,1534,459.55,317,0,0,0
2015-04-19,2015-04-19,Campaign10,Ad set1,pagelike_01,News Feed on Desktop Computers,8995,150,43.47,82,0,0,0
2015-04-19,2015-04-19,Campaign10,Ad set1,pagelike_01,News Feed on Mobile Devices,74579,1319,350.97,341,0,0,0
2015-04-18,2015-04-18,Campaign10,Ad set1,pagelike_01,News Feed on Desktop Computers,15353,167,66.96,56,0,0,0
2015-04-18,2015-04-18,Campaign10,Ad set1,pagelike_01,News Feed on Mobile Devices,76539,1345,403.68,411,0,0,0
2015-04-17,2015-04-17,Campaign10,Ad set1,pagelike_01,News Feed on Mobile Devices,90294,1981,637.35,817,0,0,0
2015-04-17,2015-04-17,Campaign10,Ad set1,pagelike_01,News Feed on Desktop Computers,7319,147,49.1,74,0,0,0
2015-04-20,2015-04-20,Campaign10,Ad set1,pagelike_02,News Feed on Mobile Devices,137829,2597,824.74,814,0,0,0
2015-04-20,2015-04-20,Campaign10,Ad set1,pagelike_02,News Feed on Desktop Computers,27718,399,140,173,0,0,0
2015-04-19,2015-04-19,Campaign10,Ad set1,pagelike_02,News Feed on Desktop Computers,11311,190,58.73,108,0,0,0
2015-04-19,2015-04-19,Campaign10,Ad set1,pagelike_02,News Feed on Mobile Devices,114658,2360,746.83,810,0,0,0
2015-04-18,2015-04-18,Campaign10,Ad set1,pagelike_02,News Feed on Mobile Devices,99516,2147,672.06,817,0,0,0
2015-04-18,2015-04-18,Campaign10,Ad set1,pagelike_02,News Feed on Desktop Computers,10305,189,57.3,84,0,0,0
2015-04-17,2015-04-17,Campaign10,Ad set1,pagelike_02,News Feed on Desktop Computers,2241,39,12.08,17,0,0,0
2015-04-17,2015-04-17,Campaign10,Ad set1,pagelike_02,News Feed on Mobile Devices,26734,658,175.34,268,0,0,0
2015-04-20,2015-04-20,Campaign11,Ad set1,pagelike_01,News Feed on Mobile Devices,439,28,2.24,23,0,0,0
2015-04-20,2015-04-20,Campaign11,Ad set1,pagelike_01,News Feed on Desktop Computers,18,1,0.07,1,0,0,0
2015-04-19,2015-04-19,Campaign11,Ad set1,pagelike_01,News Feed on Desktop Computers,31,1,0.06,1,0,0,0
2015-04-19,2015-04-19,Campaign11,Ad set1,pagelike_01,News Feed on Mobile Devices,376,31,2.29,21,0,0,0
2015-04-18,2015-04-18,Campaign11,Ad set1,pagelike_01,News Feed on Desktop Computers,101,6,0.28,3,0,0,0
2015-04-18,2015-04-18,Campaign11,Ad set1,pagelike_01,News Feed on Mobile Devices,351,28,2.07,25,0,0,0
2015-04-17,2015-04-17,Campaign11,Ad set1,pagelike_01,News Feed on Mobile Devices,531,22,2.23,16,0,0,0
2015-04-17,2015-04-17,Campaign11,Ad set1,pagelike_01,News Feed on Desktop Computers,57,0,0.12,0,0,0,0
2015-04-18,2015-04-18,Campaign12,Ad set1,pagelike_01,News Feed on Desktop Computers,31,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign12,Ad set1,pagelike_01,News Feed on Mobile Devices,5011,244,7.35,3,0,0,0
2015-04-17,2015-04-17,Campaign12,Ad set1,pagelike_01,News Feed on Desktop Computers,53,1,0.03,0,0,0,0
2015-04-17,2015-04-17,Campaign12,Ad set1,pagelike_01,News Feed on Mobile Devices,4640,231,7.36,4,0,0,0
2015-04-23,2015-04-23,Campaign13,Ad set1,VideoView_01,News Feed on Desktop Computers,2839,0,1.64,0,0,592,0
2015-04-23,2015-04-23,Campaign13,Ad set1,VideoView_01,News Feed on Mobile Devices,2032,29,2.02,0,0,524,0
2015-04-22,2015-04-22,Campaign13,Ad set1,VideoView_01,News Feed on Desktop Computers,3816,6,2.25,0,0,926,0
2015-04-22,2015-04-22,Campaign13,Ad set1,VideoView_01,News Feed on Mobile Devices,1502,26,1.75,0,0,416,0
2015-04-21,2015-04-21,Campaign13,Ad set1,VideoView_01,News Feed on Desktop Computers,5349,10,3.21,0,0,1158,0
2015-04-21,2015-04-21,Campaign13,Ad set1,VideoView_01,News Feed on Mobile Devices,1429,26,1.73,0,0,354,0
2015-04-20,2015-04-20,Campaign13,Ad set1,VideoView_01,News Feed on Desktop Computers,8705,12,5.68,0,0,2004,0
2015-04-20,2015-04-20,Campaign13,Ad set1,VideoView_01,News Feed on Mobile Devices,2009,24,2.32,0,0,490,0
2015-04-19,2015-04-19,Campaign13,Ad set1,VideoView_01,News Feed on Mobile Devices,2183,23,2.39,0,0,492,0
2015-04-19,2015-04-19,Campaign13,Ad set1,VideoView_01,News Feed on Desktop Computers,7878,21,5.61,2,0,1730,0
2015-04-18,2015-04-18,Campaign13,Ad set1,VideoView_01,News Feed on Mobile Devices,778,14,0.87,0,0,211,0
2015-04-18,2015-04-18,Campaign13,Ad set1,VideoView_01,News Feed on Desktop Computers,9340,12,7.13,2,0,2060,0
2015-04-17,2015-04-17,Campaign13,Ad set1,VideoView_01,News Feed on Mobile Devices,813,17,1.05,0,0,248,0
2015-04-17,2015-04-17,Campaign13,Ad set1,VideoView_01,News Feed on Desktop Computers,7859,17,6.68,0,0,1830,0
2015-04-23,2015-04-23,Campaign13,Ad set2,VideoView_01,News Feed on Desktop Computers,156,0,0.2,0,0,44,0
2015-04-23,2015-04-23,Campaign13,Ad set2,VideoView_01,News Feed on Mobile Devices,433,7,0.69,1,0,138,0
2015-04-22,2015-04-22,Campaign13,Ad set2,VideoView_01,News Feed on Mobile Devices,443,12,0.73,0,0,152,0
2015-04-22,2015-04-22,Campaign13,Ad set2,VideoView_01,News Feed on Desktop Computers,236,1,0.27,0,0,56,0
2015-04-21,2015-04-21,Campaign13,Ad set2,VideoView_01,News Feed on Desktop Computers,292,0,0.35,0,0,79,0
2015-04-21,2015-04-21,Campaign13,Ad set2,VideoView_01,News Feed on Mobile Devices,431,11,0.65,0,0,144,0
2015-04-20,2015-04-20,Campaign13,Ad set2,VideoView_01,News Feed on Desktop Computers,139,1,0.22,0,0,54,0
2015-04-20,2015-04-20,Campaign13,Ad set2,VideoView_01,News Feed on Mobile Devices,442,6,0.78,0,0,158,0
2015-04-19,2015-04-19,Campaign13,Ad set2,VideoView_01,News Feed on Desktop Computers,171,0,0.21,0,0,47,0
2015-04-19,2015-04-19,Campaign13,Ad set2,VideoView_01,News Feed on Mobile Devices,448,9,0.79,0,0,129,0
2015-04-18,2015-04-18,Campaign13,Ad set2,VideoView_01,News Feed on Desktop Computers,361,0,0.41,0,0,85,0
2015-04-18,2015-04-18,Campaign13,Ad set2,VideoView_01,News Feed on Mobile Devices,349,4,0.59,0,0,117,0
2015-04-17,2015-04-17,Campaign13,Ad set2,VideoView_01,News Feed on Desktop Computers,555,0,0.63,0,0,177,0
2015-04-17,2015-04-17,Campaign13,Ad set2,VideoView_01,News Feed on Mobile Devices,181,2,0.31,0,0,59,0
2015-04-23,2015-04-23,Campaign13,Ad set3,VideoView_01,News Feed on Mobile Devices,2634,55,3.71,0,0,822,0
2015-04-23,2015-04-23,Campaign13,Ad set3,VideoView_01,News Feed on Desktop Computers,632,6,0.64,0,0,145,0
2015-04-22,2015-04-22,Campaign13,Ad set3,VideoView_01,News Feed on Desktop Computers,1624,7,1.56,1,0,383,0
2015-04-22,2015-04-22,Campaign13,Ad set3,VideoView_01,News Feed on Mobile Devices,2473,56,3.44,1,0,769,0
2015-04-21,2015-04-21,Campaign13,Ad set3,VideoView_01,News Feed on Mobile Devices,2369,49,3.81,1,0,726,0
2015-04-21,2015-04-21,Campaign13,Ad set3,VideoView_01,News Feed on Desktop Computers,1798,9,2.24,1,0,433,0
2015-04-20,2015-04-20,Campaign13,Ad set3,VideoView_01,News Feed on Mobile Devices,4325,95,7.1,0,0,1437,0
2015-04-20,2015-04-20,Campaign13,Ad set3,VideoView_01,News Feed on Desktop Computers,2540,7,3,0,0,605,0
2015-04-19,2015-04-19,Campaign13,Ad set3,VideoView_01,News Feed on Mobile Devices,3830,113,6.56,1,0,1322,0
2015-04-19,2015-04-19,Campaign13,Ad set3,VideoView_01,News Feed on Desktop Computers,2881,8,3.54,0,0,645,0
2015-04-18,2015-04-18,Campaign13,Ad set3,VideoView_01,News Feed on Mobile Devices,2853,95,5.41,1,0,974,0
2015-04-18,2015-04-18,Campaign13,Ad set3,VideoView_01,News Feed on Desktop Computers,3807,9,4.69,0,0,815,0
2015-04-17,2015-04-17,Campaign13,Ad set3,VideoView_01,News Feed on Desktop Computers,2502,8,3.78,0,0,598,0
2015-04-17,2015-04-17,Campaign13,Ad set3,VideoView_01,News Feed on Mobile Devices,3225,79,6,1,0,1086,0
2015-04-23,2015-04-23,Campaign14,Ad set1,pagepost_01,News Feed on Mobile Devices,3529,128,5.25,0,0,0,0
2015-04-23,2015-04-23,Campaign14,Ad set1,pagepost_01,News Feed on Desktop Computers,39,2,0.03,0,0,0,0
2015-04-22,2015-04-22,Campaign14,Ad set1,pagepost_01,News Feed on Desktop Computers,46,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign14,Ad set1,pagepost_01,News Feed on Mobile Devices,3701,129,6,0,0,0,0
2015-04-21,2015-04-21,Campaign14,Ad set1,pagepost_01,News Feed on Desktop Computers,84,1,0.03,0,0,0,0
2015-04-21,2015-04-21,Campaign14,Ad set1,pagepost_01,News Feed on Mobile Devices,5280,156,5.97,0,0,0,0
2015-04-20,2015-04-20,Campaign14,Ad set1,pagepost_01,News Feed on Desktop Computers,98,4,0.15,1,0,0,0
2015-04-20,2015-04-20,Campaign14,Ad set1,pagepost_01,News Feed on Mobile Devices,5580,236,9.85,1,0,0,0
2015-04-19,2015-04-19,Campaign14,Ad set1,pagepost_01,News Feed on Desktop Computers,141,3,0.09,0,0,0,0
2015-04-19,2015-04-19,Campaign14,Ad set1,pagepost_01,News Feed on Mobile Devices,7507,242,9.91,1,0,0,0
2015-04-18,2015-04-18,Campaign14,Ad set1,pagepost_01,News Feed on Desktop Computers,66,2,0.07,0,0,0,0
2015-04-18,2015-04-18,Campaign14,Ad set1,pagepost_01,News Feed on Mobile Devices,6636,262,9.93,1,0,0,0
2015-04-17,2015-04-17,Campaign14,Ad set1,pagepost_01,News Feed on Desktop Computers,85,2,0.05,0,0,0,0
2015-04-17,2015-04-17,Campaign14,Ad set1,pagepost_01,News Feed on Mobile Devices,5505,245,9.95,1,0,0,0
2015-04-23,2015-04-23,Campaign14,Ad set2,pagepost_01,News Feed on Mobile Devices,1764,84,4.47,0,0,0,0
2015-04-23,2015-04-23,Campaign14,Ad set2,pagepost_01,News Feed on Desktop Computers,17,1,0.04,0,0,0,0
2015-04-22,2015-04-22,Campaign14,Ad set2,pagepost_01,News Feed on Mobile Devices,2343,79,5,0,0,0,0
2015-04-22,2015-04-22,Campaign14,Ad set2,pagepost_01,News Feed on Desktop Computers,19,0,0,0,0,0,0
2015-04-21,2015-04-21,Campaign14,Ad set2,pagepost_01,News Feed on Mobile Devices,2500,82,4.84,1,0,0,0
2015-04-21,2015-04-21,Campaign14,Ad set2,pagepost_01,News Feed on Desktop Computers,41,2,0.16,0,0,0,0
2015-04-20,2015-04-20,Campaign14,Ad set2,pagepost_01,News Feed on Desktop Computers,16,0,0,0,0,0,0
2015-04-20,2015-04-20,Campaign14,Ad set2,pagepost_01,News Feed on Mobile Devices,2008,76,4.59,0,0,0,0
2015-04-19,2015-04-19,Campaign14,Ad set2,pagepost_01,News Feed on Mobile Devices,2368,82,4.59,0,0,0,0
2015-04-19,2015-04-19,Campaign14,Ad set2,pagepost_01,News Feed on Desktop Computers,15,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign14,Ad set2,pagepost_01,News Feed on Desktop Computers,10,1,0.03,0,0,0,0
2015-04-18,2015-04-18,Campaign14,Ad set2,pagepost_01,News Feed on Mobile Devices,2077,74,4.56,0,0,0,0
2015-04-17,2015-04-17,Campaign14,Ad set2,pagepost_01,News Feed on Mobile Devices,1524,52,4.59,0,0,0,0
2015-04-17,2015-04-17,Campaign14,Ad set2,pagepost_01,News Feed on Desktop Computers,10,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign14,Ad set3,pagepost_01,News Feed on Mobile Devices,2774,163,5.7,0,0,0,0
2015-04-23,2015-04-23,Campaign14,Ad set3,pagepost_01,News Feed on Desktop Computers,22,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign14,Ad set3,pagepost_01,News Feed on Desktop Computers,24,0,0,0,0,0,0
2015-04-22,2015-04-22,Campaign14,Ad set3,pagepost_01,News Feed on Mobile Devices,2634,125,6,0,0,0,0
2015-04-21,2015-04-21,Campaign14,Ad set3,pagepost_01,News Feed on Desktop Computers,19,0,0,0,0,0,0
2015-04-21,2015-04-21,Campaign14,Ad set3,pagepost_01,News Feed on Mobile Devices,2743,159,6.02,0,0,0,0
2015-04-20,2015-04-20,Campaign14,Ad set3,pagepost_01,News Feed on Mobile Devices,4509,235,9.97,1,0,0,0
2015-04-20,2015-04-20,Campaign14,Ad set3,pagepost_01,News Feed on Desktop Computers,51,1,0.03,0,0,0,0
2015-04-19,2015-04-19,Campaign14,Ad set3,pagepost_01,News Feed on Mobile Devices,3839,232,9.91,0,0,0,0
2015-04-19,2015-04-19,Campaign14,Ad set3,pagepost_01,News Feed on Desktop Computers,30,2,0.09,0,0,0,0
2015-04-18,2015-04-18,Campaign14,Ad set3,pagepost_01,News Feed on Mobile Devices,4147,242,10,1,0,0,0
2015-04-18,2015-04-18,Campaign14,Ad set3,pagepost_01,News Feed on Desktop Computers,25,0,0,0,0,0,0
2015-04-17,2015-04-17,Campaign14,Ad set3,pagepost_01,News Feed on Mobile Devices,2851,182,9.86,1,0,0,0
2015-04-17,2015-04-17,Campaign14,Ad set3,pagepost_01,News Feed on Desktop Computers,31,1,0.14,0,0,0,0
2015-04-23,2015-04-23,Campaign15,Ad set1,pagepost_01,News Feed on Desktop Computers,295,5,0.44,0,0,0,0
2015-04-23,2015-04-23,Campaign15,Ad set1,pagepost_01,News Feed on Mobile Devices,20602,764,72.12,7,0,0,0
2015-04-22,2015-04-22,Campaign15,Ad set1,pagepost_01,News Feed on Mobile Devices,26507,784,78.76,6,0,0,0
2015-04-22,2015-04-22,Campaign15,Ad set1,pagepost_01,News Feed on Desktop Computers,569,10,1.1,0,0,0,0
2015-04-21,2015-04-21,Campaign15,Ad set1,pagepost_01,News Feed on Mobile Devices,33516,940,79.32,9,0,0,0
2015-04-21,2015-04-21,Campaign15,Ad set1,pagepost_01,News Feed on Desktop Computers,496,7,0.54,0,0,0,0
2015-04-20,2015-04-20,Campaign15,Ad set1,pagepost_01,News Feed on Mobile Devices,19172,1071,78.67,7,0,0,0
2015-04-20,2015-04-20,Campaign15,Ad set1,pagepost_01,News Feed on Desktop Computers,361,16,1.19,0,0,0,0
2015-04-19,2015-04-19,Campaign15,Ad set1,pagepost_01,News Feed on Mobile Devices,20965,1130,79.61,7,0,0,0
2015-04-19,2015-04-19,Campaign15,Ad set1,pagepost_01,News Feed on Desktop Computers,286,4,0.25,0,0,0,0
2015-04-18,2015-04-18,Campaign15,Ad set1,pagepost_01,News Feed on Mobile Devices,15869,1101,79.47,1,0,0,0
2015-04-18,2015-04-18,Campaign15,Ad set1,pagepost_01,News Feed on Desktop Computers,263,6,0.39,0,0,0,0
2015-04-17,2015-04-17,Campaign15,Ad set1,pagepost_01,News Feed on Mobile Devices,14709,1135,78.26,9,0,0,0
2015-04-17,2015-04-17,Campaign15,Ad set1,pagepost_01,News Feed on Desktop Computers,857,25,1.6,0,0,0,0
2015-04-23,2015-04-23,Campaign16,Ad set1,pagepost_01,News Feed on Mobile Devices,5873,119,8.62,0,0,0,0
2015-04-23,2015-04-23,Campaign16,Ad set1,pagepost_01,News Feed on Desktop Computers,256,5,0.37,0,0,0,0
2015-04-22,2015-04-22,Campaign16,Ad set1,pagepost_01,News Feed on Desktop Computers,342,7,0.44,0,0,0,0
2015-04-22,2015-04-22,Campaign16,Ad set1,pagepost_01,News Feed on Mobile Devices,6074,149,9.56,1,0,0,0
2015-04-21,2015-04-21,Campaign16,Ad set1,pagepost_01,News Feed on Desktop Computers,292,4,0.2,0,0,0,0
2015-04-21,2015-04-21,Campaign16,Ad set1,pagepost_01,News Feed on Mobile Devices,5341,185,9.8,2,0,0,0
2015-04-20,2015-04-20,Campaign16,Ad set1,pagepost_01,News Feed on Mobile Devices,5843,188,9.75,1,0,0,0
2015-04-20,2015-04-20,Campaign16,Ad set1,pagepost_01,News Feed on Desktop Computers,174,6,0.25,0,0,0,0
2015-04-19,2015-04-19,Campaign16,Ad set1,pagepost_01,News Feed on Mobile Devices,4432,185,9.77,0,0,0,0
2015-04-19,2015-04-19,Campaign16,Ad set1,pagepost_01,News Feed on Desktop Computers,95,4,0.23,0,0,0,0
2015-04-18,2015-04-18,Campaign16,Ad set1,pagepost_01,News Feed on Desktop Computers,99,1,0.04,0,0,0,0
2015-04-18,2015-04-18,Campaign16,Ad set1,pagepost_01,News Feed on Mobile Devices,3608,188,9.96,2,0,0,0
2015-04-17,2015-04-17,Campaign16,Ad set1,pagepost_01,News Feed on Mobile Devices,3513,170,9.56,1,0,0,0
2015-04-17,2015-04-17,Campaign16,Ad set1,pagepost_01,News Feed on Desktop Computers,204,9,0.44,0,0,0,0
2015-04-20,2015-04-20,Campaign17,Ad set1,pagepost_01,News Feed on Mobile Devices,2530,64,6.55,0,0,0,0
2015-04-20,2015-04-20,Campaign17,Ad set1,pagepost_01,News Feed on Desktop Computers,63,2,0.11,0,0,0,0
2015-04-19,2015-04-19,Campaign17,Ad set1,pagepost_01,News Feed on Mobile Devices,3847,106,9.9,0,0,0,0
2015-04-19,2015-04-19,Campaign17,Ad set1,pagepost_01,News Feed on Desktop Computers,48,0,0.1,0,0,0,0
2015-04-18,2015-04-18,Campaign17,Ad set1,pagepost_01,News Feed on Desktop Computers,52,0,0.12,0,0,0,0
2015-04-18,2015-04-18,Campaign17,Ad set1,pagepost_01,News Feed on Mobile Devices,3521,120,9.88,0,0,0,0
2015-04-17,2015-04-17,Campaign17,Ad set1,pagepost_01,News Feed on Desktop Computers,95,3,0.19,0,0,0,0
2015-04-17,2015-04-17,Campaign17,Ad set1,pagepost_01,News Feed on Mobile Devices,3663,93,9.81,0,0,0,0
2015-04-17,2015-04-17,Campaign18,Ad set1,pagepost_01,News Feed on Desktop Computers,41,2,0.02,0,0,1,0
2015-04-17,2015-04-17,Campaign18,Ad set1,pagepost_01,News Feed on Mobile Devices,4360,344,6.83,2,0,211,0
2015-04-17,2015-04-17,Campaign18,Ad set2,pagepost_01,News Feed on Desktop Computers,139,9,0.23,0,0,10,0
2015-04-17,2015-04-17,Campaign18,Ad set2,pagepost_01,News Feed on Mobile Devices,19349,1833,45.08,4,0,944,0
2015-04-23,2015-04-23,Campaign18,Ad set3,pagepost_01,News Feed on Mobile Devices,7844,543,19.27,2,0,253,0
2015-04-23,2015-04-23,Campaign18,Ad set3,pagepost_01,News Feed on Desktop Computers,127,5,0.17,0,0,4,0
2015-04-22,2015-04-22,Campaign18,Ad set3,pagepost_01,News Feed on Desktop Computers,222,1,0.05,0,0,1,0
2015-04-22,2015-04-22,Campaign18,Ad set3,pagepost_01,News Feed on Mobile Devices,9591,526,21.09,0,0,265,0
2015-04-21,2015-04-21,Campaign18,Ad set3,pagepost_01,News Feed on Mobile Devices,9883,636,20.78,0,0,299,0
2015-04-21,2015-04-21,Campaign18,Ad set3,pagepost_01,News Feed on Desktop Computers,246,9,0.36,1,0,5,0
2015-04-20,2015-04-20,Campaign18,Ad set3,pagepost_01,News Feed on Desktop Computers,624,8,0.26,1,0,9,0
2015-04-20,2015-04-20,Campaign18,Ad set3,pagepost_01,News Feed on Mobile Devices,11244,667,20.88,1,0,351,0
2015-04-19,2015-04-19,Campaign18,Ad set3,pagepost_01,News Feed on Mobile Devices,9570,689,20.93,3,0,330,0
2015-04-19,2015-04-19,Campaign18,Ad set3,pagepost_01,News Feed on Desktop Computers,630,7,0.21,0,0,6,0
2015-04-18,2015-04-18,Campaign18,Ad set3,pagepost_01,News Feed on Mobile Devices,25150,1493,44.17,4,0,773,0
2015-04-18,2015-04-18,Campaign18,Ad set3,pagepost_01,News Feed on Desktop Computers,97,3,0.1,0,0,1,0
2015-04-17,2015-04-17,Campaign18,Ad set3,pagepost_01,News Feed on Desktop Computers,98,3,0.07,0,0,5,0
2015-04-17,2015-04-17,Campaign18,Ad set3,pagepost_01,News Feed on Mobile Devices,20378,1716,42.9,1,0,1057,0
2015-04-23,2015-04-23,Campaign19,Ad set1,pagepost_01,News Feed on Mobile Devices,11846,401,41.81,1,0,0,0
2015-04-23,2015-04-23,Campaign19,Ad set1,pagepost_01,News Feed on Desktop Computers,172,7,0.67,0,0,0,0
2015-04-22,2015-04-22,Campaign19,Ad set1,pagepost_01,News Feed on Mobile Devices,17354,484,47.12,1,0,0,0
2015-04-22,2015-04-22,Campaign19,Ad set1,pagepost_01,News Feed on Desktop Computers,185,2,0.25,1,0,0,0
2015-04-21,2015-04-21,Campaign19,Ad set1,pagepost_01,News Feed on Mobile Devices,17710,580,46.95,4,0,0,0
2015-04-21,2015-04-21,Campaign19,Ad set1,pagepost_01,News Feed on Desktop Computers,152,5,0.42,0,0,0,0
2015-04-20,2015-04-20,Campaign19,Ad set1,pagepost_01,News Feed on Desktop Computers,304,5,0.46,0,0,0,0
2015-04-20,2015-04-20,Campaign19,Ad set1,pagepost_01,News Feed on Mobile Devices,19158,536,46.91,0,0,0,0
2015-04-19,2015-04-19,Campaign19,Ad set1,pagepost_01,News Feed on Desktop Computers,269,4,0.32,0,0,0,0
2015-04-19,2015-04-19,Campaign19,Ad set1,pagepost_01,News Feed on Mobile Devices,21117,552,47.05,1,0,0,0
2015-04-18,2015-04-18,Campaign19,Ad set1,pagepost_01,News Feed on Mobile Devices,14481,510,47.16,2,0,0,0
2015-04-18,2015-04-18,Campaign19,Ad set1,pagepost_01,News Feed on Desktop Computers,95,2,0.21,0,0,0,0
2015-04-17,2015-04-17,Campaign19,Ad set1,pagepost_01,News Feed on Mobile Devices,16516,451,47.37,2,0,0,0
2015-04-17,2015-04-17,Campaign19,Ad set1,pagepost_01,News Feed on Desktop Computers,113,0,0,0,0,0,0
2015-04-23,2015-04-23,Campaign20,Ad set1,pagelike_01,News Feed on Mobile Devices,3915,180,39.2,156,0,11,0
2015-04-23,2015-04-23,Campaign20,Ad set1,pagelike_01,News Feed on Desktop Computers,492,11,2.66,11,0,1,0
2015-04-22,2015-04-22,Campaign20,Ad set1,pagelike_01,News Feed on Mobile Devices,3997,201,41.42,178,0,8,0
2015-04-22,2015-04-22,Campaign20,Ad set1,pagelike_01,News Feed on Desktop Computers,1638,35,5.98,27,0,4,0
2015-04-21,2015-04-21,Campaign20,Ad set1,pagelike_01,News Feed on Mobile Devices,4208,189,44.64,163,0,6,0
2015-04-21,2015-04-21,Campaign20,Ad set1,pagelike_01,News Feed on Desktop Computers,664,26,2.76,25,0,6,0
2015-04-20,2015-04-20,Campaign20,Ad set1,pagelike_01,News Feed on Mobile Devices,4048,197,43.24,181,0,2,0
2015-04-20,2015-04-20,Campaign20,Ad set1,pagelike_01,News Feed on Desktop Computers,1185,26,4.16,23,0,4,0
2015-04-19,2015-04-19,Campaign20,Ad set1,pagelike_01,News Feed on Mobile Devices,4748,158,44.1,146,0,7,0
2015-04-19,2015-04-19,Campaign20,Ad set1,pagelike_01,News Feed on Desktop Computers,613,16,3.3,11,0,0,0
2015-04-18,2015-04-18,Campaign20,Ad set1,pagelike_01,News Feed on Desktop Computers,89,3,0.88,2,0,0,0
2015-04-18,2015-04-18,Campaign20,Ad set1,pagelike_01,News Feed on Mobile Devices,532,23,8.62,18,0,0,0
2015-04-23,2015-04-23,Campaign21,Ad set1,pagepost_01,News Feed on Mobile Devices,861,20,10.32,13,0,0,0
2015-04-23,2015-04-23,Campaign21,Ad set1,pagepost_01,News Feed on Desktop Computers,226,3,1.07,3,0,0,0
2015-04-22,2015-04-22,Campaign21,Ad set1,pagepost_01,News Feed on Desktop Computers,437,5,2.93,3,0,0,0
2015-04-22,2015-04-22,Campaign21,Ad set1,pagepost_01,News Feed on Mobile Devices,712,23,10.07,20,0,0,0
2015-04-21,2015-04-21,Campaign21,Ad set1,pagepost_01,News Feed on Mobile Devices,3,0,0,0,0,0,0
2015-04-21,2015-04-21,Campaign21,Ad set1,pagepost_01,News Feed on Desktop Computers,4,0,0,0,0,0,0
2015-04-18,2015-04-18,Campaign22,Ad set1,pagepost_01,Right Column Ads on Home Page for Desktop Computers,779,0,0.03,0,0,0,0
2015-04-18,2015-04-18,Campaign22,Ad set1,pagepost_01,News Feed on Mobile Devices,699,84,4.89,0,0,0,0
2015-04-18,2015-04-18,Campaign22,Ad set1,pagepost_01,News Feed on Desktop Computers,9,0,0.02,0,0,0,0
2015-04-18,2015-04-18,Campaign22,Ad set1,pagepost_01,Right Column Ads on Desktop Computers,740,0,0.02,0,0,0,0
2015-04-17,2015-04-17,Campaign22,Ad set1,pagepost_01,News Feed on Desktop Computers,11,0,0.03,0,0,0,0
